,id,commonName,borough,latitude,longitude,NbBikes,EmptyDocks,NbDocks
335,BikePoints_377,Waterloo Bridge, South Bank,51.505354,-0.113656,6,9,15
336,BikePoints_378,Natural History Museum, South Kensington,51.495592,-0.179077,4,41,45
337,BikePoints_379,Turquoise Island, Notting Hill,51.514311,-0.200838,19,4,23
338,BikePoints_380,Stanhope Gate, Mayfair,51.506864,-0.150666,3,18,21
339,BikePoints_381,Charlotte Street, Fitzrovia,51.51953,-0.135777,2,12,14
340,BikePoints_382,Farm Street, Mayfair,51.509351,-0.147449,6,9,15
341,BikePoints_383,Frith Street, Soho,51.513103,-0.131213,2,17,19
342,BikePoints_384,Marloes Road, Kensington,51.496481,-0.192404,0,14,14
343,BikePoints_386,Moor Street, Soho,51.513527,-0.13011,1,14,15
344,BikePoints_387,Fire Brigade Pier, Vauxhall,51.493699,-0.121394,29,0,29
345,BikePoints_388,Southampton Street, Strand,51.510701,-0.121723,5,8,13
346,BikePoints_389,Upper Grosvenor Street, Mayfair,51.51013,-0.155757,0,18,18
347,BikePoints_390,Buxton Street 1, Shoreditch,51.521776,-0.068856,6,34,40
348,BikePoints_391,Clifford Street, Mayfair,51.510662,-0.142345,4,12,16
349,BikePoints_392,Imperial College, Knightsbridge,51.499428,-0.179702,6,17,23
350,BikePoints_393,Snow Hill, Farringdon,51.517334,-0.103604,7,7,14
351,BikePoints_394,Aberdeen Place, St. John's Wood,51.524826,-0.176268,6,13,19
352,BikePoints_395,Cadogan Gardens, Chelsea,51.492462,-0.159919,6,7,13
353,BikePoints_396,Shouldham Street, Marylebone,51.51809,-0.163609,3,11,14
354,BikePoints_397,Devonshire Terrace, Bayswater,51.51348,-0.17977,8,8,16
355,BikePoints_398,Holland Park, Kensington,51.502319,-0.200742,1,30,31
356,BikePoints_399,Brick Lane Market, Shoreditch,51.522617,-0.071653,7,17,24
357,BikePoints_400,George Street, Marylebone,51.517703,-0.154106,1,25,26
358,BikePoints_401,Columbia Road, Shoreditch,51.528187,-0.075375,6,18,24
359,BikePoints_402,Penfold Street, Marylebone,51.522892,-0.171681,1,12,13
360,BikePoints_403,George Place Mews, Marylebone,51.516892,-0.158249,0,12,12
361,BikePoints_404,Palace Gate, Kensington Gardens,51.502042,-0.1844,0,11,11
362,BikePoints_405,Gloucester Road Station, South Kensington,51.494185,-0.18267,9,9,18
363,BikePoints_408,Sun Street, Liverpool Street,51.520009,-0.083935,13,10,23
364,BikePoints_409,Strata, Elephant & Castle,51.493146,-0.099828,33,8,41
365,BikePoints_410,Edgware Road Station, Marylebone,51.519968,-0.169774,29,35,64
366,BikePoints_411,Rotherhithe Roundabout, Rotherhithe,51.499169,-0.055846,14,3,17
367,BikePoints_412,Cleaver Street, Kennington,51.488105,-0.110121,9,7,16
368,BikePoints_419,Chelsea Bridge, Pimlico,51.485821,-0.149004,0,13,13
369,BikePoints_420,Southwark Station 1, Southwark,51.504043,-0.105312,33,3,36
370,BikePoints_421,Southwark Station 2, Southwark,51.504044,-0.104778,12,31,43
371,BikePoints_423,Eaton Square (South), Belgravia,51.494561,-0.153933,20,11,31
372,BikePoints_424,Ebury Bridge, Pimlico,51.490491,-0.149186,25,1,26
373,BikePoints_426,Vincent Street, Pimlico,51.493072,-0.129925,8,5,13
374,BikePoints_428,Exhibition Road, Knightsbridge,51.499917,-0.174554,4,16,20
375,BikePoints_430,South Parade, Chelsea,51.48902,-0.17524,2,17,19
376,BikePoints_431,Crinan Street, King's Cross,51.534474,-0.122203,7,12,19
377,BikePoints_432,Exhibition Road Museums 1, South Kensington,51.496468,-0.173796,2,10,12
378,BikePoints_698,Shoreditch Court, Haggerston,51.539083,-0.070329,25,8,33
379,BikePoints_699,Belford House, Haggerston,51.536654,-0.07023,16,21,37
380,BikePoints_700,Battersea Church Road, Battersea,51.476964,-0.174347,6,12,18
381,BikePoints_701,Vicarage Crescent, Battersea,51.472876,-0.176267,16,11,27
382,BikePoints_702,Durant Street, Bethnal Green,51.528681,-0.06555,14,6,20
383,BikePoints_703,St. Bride Street, Holborn,51.515059,-0.105344,13,11,24
384,BikePoints_704,Mexfield Road, East Putney,51.45682,-0.202802,9,8,17
385,BikePoints_705,Upper Richmond Road, Putney,51.459715,-0.212145,23,2,25
386,BikePoints_706,Snowsfields, London Bridge,51.502153,-0.083632,30,0,30
387,BikePoints_707,Barons Court Station, West Kensington,51.490217,-0.215087,21,11,32
388,BikePoints_708,Disraeli Road, Putney,51.46161,-0.216145,30,3,33
389,BikePoints_709,Montserrat Road , Putney,51.463211,-0.21555,20,3,23
390,BikePoints_710,Albert Bridge Road, Battersea Park,51.474392,-0.163347,8,11,19
391,BikePoints_711,Everington Street, Fulham,51.483356,-0.216305,25,4,29
392,BikePoints_712,Mile End Stadium, Mile End,51.518541,-0.034903,14,8,22
393,BikePoints_713,Hawley Crescent, Camden Town,51.541007,-0.14326,11,11,22
394,BikePoints_714,Stewart's Road, Wandsworth Road,51.473116,-0.137235,14,14,28
395,BikePoints_715,Aylward Street, Stepney,51.51563,-0.049067,14,6,20
396,BikePoints_717,Dunston Road , Haggerston,51.536585,-0.075885,30,12,42
397,BikePoints_718,Ada Street, Hackney Central,51.535716,-0.060291,41,3,44
398,BikePoints_719,Victoria Park Road, Hackney Central,51.536424,-0.054162,22,11,33
399,BikePoints_720,Star Road, West Kensington,51.487244,-0.205279,9,11,20
400,BikePoints_721,Wendon Street, Old Ford,51.536039,-0.026262,11,5,16
401,BikePoints_722,Finnis Street, Bethnal Green,51.524583,-0.058631,2,15,17
402,BikePoints_723,Stephendale Road, Sands End,51.46822,-0.190346,23,24,47
403,BikePoints_724,Alma Road, Wandsworth,51.457991,-0.184806,2,23,25
404,BikePoints_725,Walworth Square, Walworth,51.491327,-0.096518,9,10,19
405,BikePoints_726,Alfreda Street, Battersea Park,51.47505,-0.150908,9,11,20
406,BikePoints_727,Chesilton Road, Fulham,51.475698,-0.205876,16,7,23
407,BikePoints_728,Putney Bridge Road, East Putney,51.461999,-0.20624,2,26,28
408,BikePoints_729,St. Peter's Terrace, Fulham,51.478939,-0.208485,5,16,21
409,BikePoints_730,Bridge Avenue, Hammersmith,51.492084,-0.229116,2,15,17
410,BikePoints_731,Michael Road, Walham Green,51.477276,-0.18921,27,6,33
411,BikePoints_732,Duke Street Hill, London Bridge,51.506304,-0.087262,12,12,24
412,BikePoints_733,Park Lane, Mayfair,51.505426,-0.150817,2,17,19
413,BikePoints_734,Plough Terrace, Clapham Junction,51.462305,-0.175407,4,26,30
414,BikePoints_735,Grant Road East, Clapham Junction,51.464894,-0.173029,21,6,27
415,BikePoints_736,Queensdale Road, Shepherd's Bush,51.50659,-0.216104,23,2,25
416,BikePoints_737,Fulham Broadway, Walham Green,51.479932,-0.194116,24,2,26
417,BikePoints_738,Imperial Road, Sands End,51.475142,-0.187278,29,2,31
418,BikePoints_739,Hortensia Road, West Brompton,51.481765,-0.185273,16,9,25
419,BikePoints_740,Sirdar Road, Avondale,51.510928,-0.214594,12,14,26
420,BikePoints_741,Freston Road, Avondale,51.512981,-0.219486,19,4,23
421,BikePoints_742,Blenheim Crescent, Ladbroke Grove,51.515108,-0.208565,11,11,22
422,BikePoints_743,Oxford Road, Putney,51.460792,-0.212607,15,14,29
423,BikePoints_744,Ingrave Street, Clapham Junction,51.467454,-0.172293,26,4,30
424,BikePoints_745,Upcerne Road, West Chelsea,51.478169,-0.182435,10,22,32
425,BikePoints_746,Lots Road, West Chelsea,51.479573,-0.179038,0,22,22
426,BikePoints_747,Ormonde Gate, Chelsea,51.487964,-0.161765,17,7,24
427,BikePoints_748,Hertford Road, De Beauvoir Town,51.537277,-0.079201,14,6,20
428,BikePoints_749,Haggerston Road, Haggerston,51.539328,-0.074284,22,10,32
429,BikePoints_750,Culvert Road, Battersea,51.471095,-0.15785,25,1,26
430,BikePoints_751,Newton Street, Covent Garden,51.516128,-0.120909,2,24,26
431,BikePoints_752,London Street, Paddington,51.515117,-0.173712,0,16,16
432,BikePoints_754,Grenfell Road, Avondale,51.5129,-0.214762,15,6,21
433,BikePoints_755,The Vale, Chelsea,51.485121,-0.174971,18,4,22
434,BikePoints_756,Prince of Wales Drive, Battersea Park,51.475153,-0.159169,7,10,17
435,BikePoints_757,Harcourt Terrace, West Brompton,51.487958,-0.187404,20,2,22
436,BikePoints_758,Westbourne Park Road, Portobello,51.51787,-0.201005,12,10,22
437,BikePoints_759,Broadley Terrace, Marylebone,51.524561,-0.165668,9,5,14
438,BikePoints_761,Humbolt Road, Fulham,51.483217,-0.21186,15,11,26
439,BikePoints_762,Storey's Gate, Westminster,51.500703,-0.129698,10,13,23
440,BikePoints_763,Mile End Park Leisure Centre, Mile End,51.520597,-0.032566,28,14,42
441,BikePoints_764,St. John's Road, Clapham Junction,51.462392,-0.168292,30,4,34
442,BikePoints_765,Ranelagh Gardens, Fulham,51.467601,-0.206827,24,14,38
443,BikePoints_766,Ram Street, Wandsworth,51.457529,-0.192165,8,14,22
444,BikePoints_767,Santos Road, Wandsworth,51.457059,-0.200806,14,16,30
445,BikePoints_768,Clapham Common North Side, Clapham Common,51.461343,-0.159322,15,21,36
446,BikePoints_769,Sandilands Road, Walham Green,51.473611,-0.191803,11,10,21
447,BikePoints_770,Gwendwr Road, West Kensington,51.491026,-0.209121,10,20,30
448,BikePoints_771,Rifle Place, Avondale,51.509224,-0.216016,18,3,21
449,BikePoints_772,Binfield Road, Stockwell,51.472509,-0.122831,25,9,34
450,BikePoints_773,Tallis Street, Temple,51.511891,-0.107349,13,13,26
451,BikePoints_774,Hurlingham Park, Parsons Green,51.470131,-0.20464,6,12,18
452,BikePoints_775,Little Brook Green, Brook Green,51.496664,-0.223868,28,4,32
453,BikePoints_776,Abyssinia Close, Clapham Junction,51.460333,-0.167029,14,4,18
454,BikePoints_777,Limburg Road, Clapham Junction,51.461923,-0.165297,17,4,21
455,BikePoints_779,Houndsditch, Aldgate,51.514449,-0.077178,20,15,35
456,BikePoints_780,Imperial Wharf Station, Sands End,51.474665,-0.183165,21,1,22
457,BikePoints_169,Porchester Place, Paddington,51.514746,-0.165164,15,3,18
458,BikePoints_170,Hardwick Street, Clerkenwell,51.527842,-0.108068,15,15,30
459,BikePoints_171,Collingham Gardens, Earl's Court,51.491615,-0.186753,4,10,14
460,BikePoints_172,Sumner Place, South Kensington,51.491211,-0.173715,5,16,21
461,BikePoints_173,Waterloo Road, South Bank,51.50486,-0.113001,2,11,13
462,BikePoints_174,Strand, Strand,51.512582,-0.115057,1,34,35
463,BikePoints_175,Worship Street, Shoreditch,51.521668,-0.079608,8,43,51
464,BikePoints_176,Gloucester Terrace, Bayswater,51.517919,-0.188098,0,23,23
465,BikePoints_177,Ashley Place, Victoria,51.49616,-0.140947,24,1,25
466,BikePoints_178,Warwick Square, Pimlico,51.489856,-0.141923,8,7,15
467,BikePoints_180,North Audley Street, Mayfair,51.512911,-0.153645,10,8,18
468,BikePoints_181,Belgrave Square, Belgravia,51.499412,-0.152317,14,7,21
469,BikePoints_182,Bell Street , Marylebone,51.522029,-0.165842,1,17,18
470,BikePoints_183,Riverlight North, Nine Elms,51.482362,-0.136123,14,9,23
471,BikePoints_184,Portland Place, Marylebone,51.520715,-0.145211,0,33,33
472,BikePoints_185,Alderney Street, Pimlico,51.488057,-0.140741,6,4,10
473,BikePoints_186,South Wharf Road, Paddington,51.517335,-0.17581,4,15,19
474,BikePoints_187,Queen's Gate (South), South Kensington,51.492479,-0.178433,2,23,25
475,BikePoints_188,Nutford Place, Marylebone,51.516517,-0.164393,1,17,18
476,BikePoints_189,Claremont Square, Angel,51.531666,-0.109914,7,11,18
477,BikePoints_190,Rampayne Street, Pimlico,51.489975,-0.132845,16,4,20
478,BikePoints_191,Hyde Park Corner, Hyde Park,51.503117,-0.15352,9,28,37
479,BikePoints_192,Wardour Street, Soho,51.512515,-0.133201,9,10,19
480,BikePoints_193,Bankside Mix, Bankside,51.505817,-0.100186,2,60,62
481,BikePoints_194,Hop Exchange, The Borough,51.504627,-0.091773,18,44,62
482,BikePoints_195,Milroy Walk, South Bank,51.507244,-0.106237,5,24,29
483,BikePoints_196,Union Street, The Borough,51.503688,-0.098497,3,17,20
484,BikePoints_197,Stamford Street, South Bank,51.505569,-0.111606,23,3,26
485,BikePoints_199,Great Tower Street, Monument,51.510484,-0.082989,17,7,24
486,BikePoints_200,LMU Commercial Road, Whitechapel,51.514924,-0.066078,0,11,11
487,BikePoints_201,Dorset Square, Marylebone,51.522596,-0.161113,3,15,18
488,BikePoints_202,Leman Street, Aldgate,51.512363,-0.069542,24,9,33
489,BikePoints_203,West Smithfield Rotunda, Farringdon,51.518218,-0.100791,12,3,15
490,BikePoints_204,Margery Street, Clerkenwell,51.526599,-0.112432,12,6,18
491,BikePoints_206,New Road 1 , Whitechapel,51.518154,-0.062697,15,20,35
492,BikePoints_207,Grosvenor Crescent, Belgravia,51.501352,-0.153194,4,15,19
493,BikePoints_208,Mallory Street, Marylebone,51.525051,-0.166304,12,8,20
494,BikePoints_210,Hinde Street, Marylebone,51.516814,-0.151926,8,13,21
495,BikePoints_211,Cadogan Place, Knightsbridge,51.494645,-0.158105,23,12,35
496,BikePoints_212,Campden Hill Road, Notting Hill,51.506584,-0.199004,0,17,17
497,BikePoints_213,Wellington Arch, Hyde Park,51.50274,-0.149569,7,28,35
498,BikePoints_214,Endsleigh Gardens, Euston,51.526838,-0.130504,2,28,30
499,BikePoints_215,Moorfields, Moorgate,51.519069,-0.088285,26,35,61
500,BikePoints_216,Old Brompton Road, South Kensington,51.490945,-0.18119,18,11,29
501,BikePoints_217,Wormwood Street, Liverpool Street,51.516154,-0.082422,10,6,16
502,BikePoints_218,St. Luke's Church, Chelsea,51.489716,-0.170194,17,4,21
503,BikePoints_219,Bramham Gardens, Earl's Court,51.490163,-0.190393,14,14,28
504,BikePoints_220,Chelsea Green, Chelsea,51.490664,-0.166485,16,10,26
505,BikePoints_221,Horseferry Road, Westminster,51.494816,-0.130458,15,0,15
506,BikePoints_222,Knightsbridge, Hyde Park,51.502757,-0.155349,3,41,44
507,BikePoints_223,Rodney Road , Walworth,51.491484,-0.09022,10,13,23
508,BikePoints_224,Queensway, Kensington Gardens,51.51031,-0.187402,2,15,17
509,BikePoints_225,Notting Hill Gate Station, Notting Hill,51.509353,-0.196422,2,27,29
510,BikePoints_226,Charles II Street, West End,51.508446,-0.131961,1,22,23
511,BikePoints_227,Great Percy Street, Clerkenwell,51.528915,-0.11548,3,17,20
512,BikePoints_228,St. James's Square, St. James's,51.507424,-0.134621,18,22,40
513,BikePoints_229,Whitehall Place, Strand,51.506543,-0.123179,10,38,48
514,BikePoints_230,Poured Lines, Bankside,51.506692,-0.103137,0,31,31
515,BikePoints_231,Queen's Gate (Central), South Kensington,51.493967,-0.178732,6,29,35
516,BikePoints_232,Carey Street, Holborn,51.51501,-0.112753,3,13,16
517,BikePoints_233,Pall Mall East, West End,51.50777,-0.130699,7,16,23
518,BikePoints_234,Liverpool Road (N1 Centre), Angel,51.534504,-0.106992,12,12,24
519,BikePoints_235,Kennington Road  , Vauxhall,51.495718,-0.110889,5,29,34
520,BikePoints_236,Fashion Street, Whitechapel,51.51838,-0.073438,0,30,30
521,BikePoints_237,Dock Street, Wapping,51.509786,-0.068161,7,22,29
522,BikePoints_238,Frampton Street, Paddington,51.523353,-0.175116,15,14,29
523,BikePoints_239,Warren Street Station, Euston,51.524438,-0.138019,11,13,24
524,BikePoints_240,Colombo Street, Southwark,51.505459,-0.105692,2,13,15
525,BikePoints_242,Beaumont Street, Marylebone,51.522008,-0.151359,3,18,21
526,BikePoints_243,Gloucester Street, Pimlico,51.490962,-0.139625,15,10,25
527,BikePoints_244,Earnshaw Street , Covent Garden,51.516118,-0.128585,5,13,18
528,BikePoints_245,Grosvenor Road, Pimlico,51.485357,-0.142207,27,2,29
529,BikePoints_246,Berry Street, Clerkenwell,51.522853,-0.099994,15,23,38
530,BikePoints_247,St. John's Wood Church, The Regent's Park,51.530529,-0.167515,26,24,50
531,BikePoints_248,Triangle Car Park, Hyde Park,51.506451,-0.170279,6,20,26
532,BikePoints_249,Harper Road, The Borough,51.498597,-0.096191,13,28,41
533,BikePoints_250,Royal Avenue 1, Chelsea,51.489932,-0.162727,3,8,11
534,BikePoints_251,Brushfield Street, Liverpool Street,51.518908,-0.079249,16,18,34
535,BikePoints_252,Jubilee Gardens, South Bank,51.504636,-0.116542,10,22,32
536,BikePoints_253,Shoreditch Park, Hoxton,51.534042,-0.086379,16,8,24
537,BikePoints_521,Driffield Road, Old Ford,51.534137,-0.037366,9,10,19
538,BikePoints_522,Clinton Road, Mile End,51.525941,-0.036017,13,20,33
539,BikePoints_523,Langdon Park, Poplar,51.51549,-0.013475,15,9,24
540,BikePoints_524,Lancaster Gate , Bayswater,51.511654,-0.179668,34,6,40
541,BikePoints_525,Blythe Road, Olympia,51.496927,-0.2135,11,13,24
542,BikePoints_526,Lancaster Drive, Blackwall,51.503143,-0.008428,18,8,26
543,BikePoints_527,Hansard Mews, Holland Park,51.503802,-0.215808,19,1,20
544,BikePoints_528,Clarges Street, Mayfair,51.507326,-0.145827,10,7,17
545,BikePoints_529,Manresa Road, Chelsea,51.486892,-0.170983,6,14,20
546,BikePoints_530,Newby Place, Poplar,51.508896,-0.012413,11,7,18
547,BikePoints_531,Twig Folly Bridge, Mile End,51.530326,-0.042744,14,6,20
548,BikePoints_532,Jubilee Plaza, Canary Wharf,51.50357,-0.020068,24,45,69
549,BikePoints_533,Wellington Row, Bethnal Green,51.528222,-0.069743,31,2,33
550,BikePoints_534,Goldsmith's Row, Haggerston,51.531864,-0.066035,12,10,22
551,BikePoints_535,Gloucester Avenue, Camden Town,51.537349,-0.147154,18,7,25
552,BikePoints_536,Queensbridge Road, Haggerston,51.53385,-0.06992,3,30,33
553,BikePoints_537,Old Montague Street, Whitechapel,51.51793,-0.067937,1,17,18
554,BikePoints_538,Naval Row, Blackwall,51.508981,-0.00699,5,16,21
555,BikePoints_539,Hoxton Station, Hoxton,51.531091,-0.075901,21,2,23
556,BikePoints_540,Albany Street, The Regent's Park,51.528302,-0.144466,9,15,24
557,BikePoints_541,Green Park Station, Mayfair,51.506613,-0.142844,7,20,27
558,BikePoints_542,Salmon Lane, Limehouse,51.514115,-0.033828,21,8,29
559,BikePoints_543,Lansdowne Walk, Ladbroke Grove,51.509591,-0.204666,12,8,20
560,BikePoints_544,Percival Street, Finsbury,51.526153,-0.102208,11,8,19
561,BikePoints_545,Arlington Road, Camden Town,51.539957,-0.145246,14,9,23
562,BikePoints_546,New Fetter Lane, Holborn,51.517428,-0.107987,21,3,24
563,BikePoints_547,East India DLR, Blackwall,51.509474,-0.002275,32,17,49
564,BikePoints_548,Westminster Bridge Road, Elephant & Castle,51.498386,-0.107913,4,22,26
565,BikePoints_549,Gaywood  Street, Elephant & Castle,51.49605,-0.104193,15,29,44
566,BikePoints_550,Harford Street, Mile End,51.521564,-0.039264,5,17,22
567,BikePoints_551,Import Dock, Canary Wharf,51.505772,-0.01646,16,26,42
568,BikePoints_552,Watney Street, Shadwell,51.511542,-0.056667,2,24,26
569,BikePoints_553,Regent's Row , Haggerston,51.535678,-0.062546,8,16,24
570,BikePoints_554,Aberfeldy Street, Poplar,51.513548,-0.005659,13,2,15
571,BikePoints_556,Heron Quays DLR, Canary Wharf,51.502661,-0.021596,23,3,26
572,BikePoints_558,Page Street, Westminster,51.493978,-0.127554,9,11,20
573,BikePoints_559,Abbotsbury Road, Holland Park,51.501391,-0.205991,2,20,22
574,BikePoints_560,Ladbroke Grove Central, Ladbroke Grove,51.511624,-0.205921,10,11,21
575,BikePoints_561,Rectory Square, Stepney,51.518369,-0.043371,5,17,22
576,BikePoints_562,Bury Place, Holborn,51.51746,-0.12335,15,7,22
577,BikePoints_563,Preston's Road, Cubitt Town,51.499286,-0.009152,6,19,25
578,BikePoints_564,Somerset House, Strand,51.509943,-0.117619,4,37,41
579,BikePoints_565,Selby Street, Whitechapel,51.521905,-0.063386,7,6,13
580,BikePoints_566,Westfield Ariel Way, White City,51.509158,-0.224103,26,15,41
581,BikePoints_568,Bishop's Bridge Road West, Bayswater,51.51616,-0.18697,4,11,15
582,BikePoints_569,Pitfield Street Central, Hoxton,51.53213,-0.08299,12,16,28
583,BikePoints_570,Upper Bank Street, Canary Wharf,51.503083,-0.017676,12,25,37
584,BikePoints_571,Westfield Southern Terrace ,Shepherd's Bush,51.506256,-0.218337,27,2,29
585,BikePoints_572,Greenland Road, Camden Town,51.539099,-0.141728,2,32,34
586,BikePoints_573,Limerston Street, West Chelsea,51.485587,-0.18119,15,3,18
587,BikePoints_574,Eagle Wharf Road, Hoxton,51.53356,-0.09315,23,20,43
588,BikePoints_576,Alpha Grove, Millwall,51.497304,-0.022793,21,1,22
589,BikePoints_577,Globe Town Market, Bethnal Green,51.528869,-0.047548,9,11,20
590,BikePoints_578,Hollybush Gardens, Bethnal Green,51.527607,-0.057133,4,29,33
591,BikePoints_579,Queen Street 2, Bank,51.511246,-0.093051,23,12,35
592,BikePoints_580,Doddington Grove, Kennington,51.486929,-0.102996,20,13,33
593,BikePoints_581,New Cavendish Street, Marylebone,51.519167,-0.147983,11,5,16
594,BikePoints_583,Abingdon Green, Westminster,51.49764,-0.125972,9,10,19
595,BikePoints_584,Ilchester Gardens, Bayswater,51.51244,-0.19096,8,11,19
596,BikePoints_586,Mudchute DLR, Cubitt Town,51.490645,-0.014582,20,9,29
597,BikePoints_587,Monument Street, Monument,51.50964,-0.08497,15,10,25
598,BikePoints_588,Hoxton Street, Hoxton,51.52959,-0.0801,16,11,27
599,BikePoints_589,Drayton Gardens, West Chelsea,51.487196,-0.179369,12,6,18
600,BikePoints_590,Greenberry Street, St.John's Wood,51.53256,-0.16862,1,25,26
601,BikePoints_592,Bishop's Bridge Road East, Bayswater,51.5171,-0.18377,7,12,19
602,BikePoints_593,Northdown Street, King's Cross,51.531066,-0.11934,1,20,21
603,BikePoints_594,Kingsway Southbound, Strand,51.513875,-0.117774,4,30,34
604,BikePoints_595,Hammersmith Road, Hammersmith,51.493267,-0.21985,21,0,21
605,BikePoints_596,Parson's Green , Parson's Green,51.472817,-0.199783,4,14,18
606,BikePoints_597,Fulham Park Road, Fulham,51.473471,-0.20782,16,11,27
607,BikePoints_598,Southerton Road, Hammersmith,51.494499,-0.228188,24,12,36
608,BikePoints_599,Manbre Road, Hammersmith,51.485743,-0.223616,22,6,28
609,BikePoints_600,South Lambeth Road, Vauxhall,51.481747,-0.124642,15,5,20
610,BikePoints_601,BBC White City, White City,51.514767,-0.225787,26,9,35
611,BikePoints_602,Union Grove, Wandsworth Road,51.472993,-0.133972,10,32,42
612,BikePoints_603,Caldwell Street, Stockwell,51.477839,-0.116493,28,15,43
613,BikePoints_604,St Martins Close, Camden Town,51.538792,-0.138535,11,5,16
614,BikePoints_606,Addison Road, Holland Park,51.504199,-0.210941,19,7,26
615,BikePoints_607,Putney Bridge Station, Fulham,51.468814,-0.210279,16,5,21
616,BikePoints_608,Colet Gardens, Hammersmith,51.491093,-0.216493,25,5,30
617,BikePoints_609,Sugden Road, Clapham,51.465123,-0.157788,0,17,17
618,BikePoints_610,Danvers Street, West Chelsea,51.482567,-0.172078,14,6,20
619,BikePoints_611,Princedale Road , Holland Park,51.506465,-0.208486,17,1,18
620,BikePoints_612,Wandsworth Rd, Isley Court,51.469259,-0.141812,11,14,25
621,BikePoints_613,Woodstock Grove, Shepherd's Bush,51.504038,-0.2174,20,2,22
622,BikePoints_614,London Fields, Hackney Central,51.54119,-0.058826,4,17,21
623,BikePoints_254,Chadwell Street, Angel,51.530515,-0.106408,4,14,18
624,BikePoints_255,Clifton Road, Maida Vale,51.525575,-0.179592,7,15,22
625,BikePoints_256,Houghton Street, Strand,51.51362,-0.116764,1,14,15
626,BikePoints_257,Westminster University, Marylebone,51.522481,-0.154907,0,16,16
627,BikePoints_258,Kensington Gore, Knightsbridge,51.501432,-0.178656,1,21,22
628,BikePoints_259,Bourne Street, Belgravia,51.490959,-0.153233,15,1,16
629,BikePoints_260,Broadwick Street, Soho,51.513684,-0.13558,1,18,19
630,BikePoints_261,Princes Square, Bayswater,51.513489,-0.191351,12,3,15
631,BikePoints_262,LSBU (Borough Road), Elephant & Castle,51.498744,-0.103132,12,22,34
632,BikePoints_263,St. Mary Axe, Aldgate,51.514225,-0.08066,21,0,21
633,BikePoints_264,Tysoe Street, Clerkenwell,51.526443,-0.109256,4,15,19
634,BikePoints_265,Southwick Street, Paddington,51.515953,-0.169249,7,10,17
635,BikePoints_266,Queen's Gate (North), Kensington,51.501026,-0.180246,0,41,41
636,BikePoints_267,Regency Street, Westminster,51.49206,-0.132224,11,10,21
637,BikePoints_268,Belgrave Road, Victoria,51.493204,-0.144132,26,4,30
638,BikePoints_269,Empire Square, The Borough,51.500823,-0.08974,13,33,46
639,BikePoints_270,Kennington Lane Rail Bridge, Vauxhall,51.486343,-0.122492,24,7,31
640,BikePoints_271,London Zoo,  The Regent's Park,51.535836,-0.156285,7,24,31
641,BikePoints_272,Baylis Road, Waterloo,51.501444,-0.110699,13,8,21
642,BikePoints_273,Belvedere Road 1, South Bank,51.506133,-0.114686,19,20,39
643,BikePoints_274,Warwick Road, Olympia,51.496712,-0.205284,32,4,36
644,BikePoints_275,Barbican Centre, Barbican,51.520044,-0.092176,6,12,18
645,BikePoints_276,Lower Thames Street, Monument,51.509301,-0.084985,3,21,24
646,BikePoints_277,Kensington Church Street, Kensington,51.503157,-0.191496,1,11,12
647,BikePoints_278,Tooley Street, Bermondsey,51.503493,-0.07962,24,0,24
648,BikePoints_279,North Wharf Road, Paddington,51.518622,-0.176645,1,22,23
649,BikePoints_280,Royal Avenue 2, Chelsea,51.490083,-0.162418,2,8,10
650,BikePoints_281,Smith Square, Westminster,51.495805,-0.127575,16,5,21
651,BikePoints_282,Royal London Hospital, Whitechapel,51.518675,-0.06111,21,19,40
652,BikePoints_283,Kingsway, Covent Garden,51.514409,-0.118478,2,14,16
653,BikePoints_284,Lambeth North Station, Waterloo,51.49914,-0.112031,10,10,20
654,BikePoints_286,St. John's Wood Road, St. John's Wood,51.527294,-0.174653,23,10,33
655,BikePoints_287,Bedford Way, Bloomsbury,51.523673,-0.128377,2,21,23
656,BikePoints_288,Elizabeth Bridge, Victoria,51.492369,-0.147478,25,9,34
657,BikePoints_289,South Audley Street, Mayfair,51.50923,-0.151296,4,11,15
658,BikePoints_290,St Mary's Hospital, Paddington,51.518268,-0.171103,5,14,19
659,BikePoints_291,Claverton Street, Pimlico,51.484839,-0.138089,14,17,31
660,BikePoints_293,Kensington Olympia Station, Olympia,51.498157,-0.209494,12,12,24
661,BikePoints_294,St. George's Square, Pimlico,51.488226,-0.135635,3,12,15
662,BikePoints_295,Swan Street, The Borough,51.500296,-0.092762,16,10,26
663,BikePoints_296,Knaresborough Place, Earl's Court,51.493631,-0.190603,11,9,20
664,BikePoints_297,Geraldine Street, Elephant & Castle,51.496127,-0.106,9,8,17
665,BikePoints_298,Curlew Street, Shad Thames,51.502279,-0.074189,5,14,19
666,BikePoints_299,Vincent Square, Westminster,51.493985,-0.136928,15,3,18
667,BikePoints_300,Serpentine Car Park, Hyde Park,51.505014,-0.17306,5,6,11
668,BikePoints_301,Marylebone Lane, Marylebone,51.514759,-0.148105,8,16,24
669,BikePoints_302,Putney Pier, Wandsworth,51.466907,-0.216573,16,11,27
670,BikePoints_303,Albert Gate, Hyde Park,51.502953,-0.158456,31,0,31
671,BikePoints_306,Rathbone Street, Fitzrovia,51.518162,-0.135025,4,13,17
672,BikePoints_307,Black Lion Gate, Kensington Gardens,51.509908,-0.187842,14,8,22
673,BikePoints_308,Long Lane , Bermondsey,51.499075,-0.085666,13,7,20
